system:index,EVI,LAI,NDVI,Specie,date,elev,elev_code,lat,long,pies,radius_m,site_code,site_name,sp_code,.geo
2008_06_25_00000000000000000003,3267,1.95,5550,Pinus_nigra,2020-10-06T00:00:00Z,1810,high,37.132,-3.147,41,8.9,PINIG_LANTEIRA_H,LANTEIRA_H,nigra,"{""type"":""Point"",""coordinates"":[-3.1470016502673217,37.1320001971956]}"
2008_06_25_00000000000000000001,2562,1.84,5598,Pinus_nigra,2018-05-10T00:00:00Z,1646,medium,37.14336,-3.14902,39,9,PINIG_LANTEIRA_M,LANTEIRA_M,nigra,"{""type"":""Point"",""coordinates"":[-3.14901716394348,37.14335752757873]}"
2008_06_25_00000000000000000004,2210,1.08,4270,Pinus_pinaster,2021-10-27T00:00:00Z,1433,low2,37.15454,-3.13756,37,12.1,PIPIN_LANTEIRA_L2,LANTERIA_L2,pinaster,"{""type"":""Point"",""coordinates"":[-3.137561733337176,37.15454095302077]}"
2008_06_25_00000000000000000005,2146,1.48,4620,Pinus_pinaster,2021-10-26T00:00:00Z,1353,low,37.18253,-3.17767,41,11.6,PIPIN_JEREZ_L,JEREZ_L,pinaster,"{""type"":""Point"",""coordinates"":[-3.177671347312922,37.18253073033325]}"
2008_06_25_00000000000000000006,3135,1.73,5548,Pinus_pinaster,2018-05-09T00:00:00Z,1605,medium,37.16089,-3.19681,33,11,PIPIN_JEREZ_M,JEREZ_M,pinaster,"{""type"":""Point"",""coordinates"":[-3.196805349933258,37.160890712920875]}"
2008_06_25_00000000000000000007,3293,1.94,5602,Pinus_pinaster,2020-10-06T00:00:00Z,1770,high,37.135,-3.198,40,9,PIPIN_JEREZ_H,JEREZ_H,pinaster,"{""type"":""Point"",""coordinates"":[-3.1980003890155833,37.13500117220457]}"
2008_06_25_00000000000000000008,3508,3.11,6353,Pinus_sylvestris,2018-11-28T00:00:00Z,1633,low,36.95607,-3.30093,37,13,PISYL_PORTUGOS_L,PORTUGOS_L,sylvestris,"{""type"":""Point"",""coordinates"":[-3.3009298186322735,36.9560663651319]}"
2008_06_25_00000000000000000009,4051,3.36,6656,Pinus_sylvestris,2018-12-11T00:00:00Z,1748,medium,36.96002,-3.30361,47,9,PISYL_PORTUGOS_M,PORTUGOS_M,sylvestris,"{""type"":""Point"",""coordinates"":[-3.3036097383653944,36.96001712866525]}"
2008_06_25_0000000000000000000f,2720,3.63,5764,Pinus_sylvestris,2018-11-28T00:00:00Z,2000,high,36.96598,-3.31321,35,9,PISYL_PORTUGOS_H,PORTUGOS_H,sylvestris,"{""type"":""Point"",""coordinates"":[-3.309250501198004,36.96742369551502]}"
2008_07_11_0000000000000000000d,1960,1.59,4291,Pinus_halepensis,2018-12-28T00:00:00Z,1212,medium,37.08871,-2.68649,41,10,PIHAL_NACIMIENTO_M,NAC_HALEPENSIS,halepensis,"{""type"":""Point"",""coordinates"":[-2.686581630094821,37.090597443914355]}"
2008_07_11_0000000000000000000e,1489,1.33,2715,Pinus_halepensis,2022-06-13T00:00:00Z,974,low,37.1101,-2.69854,41,8.7,PIHAL_NACIMIENTO_L,NAC_HALEPENSIS_2,halepensis,"{""type"":""Point"",""coordinates"":[-2.70054307549316,37.10872814879767]}"
2008_07_11_0000000000000000000c,1740,1.36,3963,Pinus_halepensis,2022-06-15T00:00:00Z,1359,high,37.16982,-3.05232,40,11.3,PIHAL_RAGUA_H,RAG PIHA 3,halepensis,"{""type"":""Point"",""coordinates"":[-3.052321557599505,37.16981783322988]}"
2008_07_11_00000000000000000002,2301,1.29,4166,Pinus_nigra,2021-10-27T00:00:00Z,1585,low,37.14837,-3.14652,40,13.3,PINIG_LANTEIRA_L2,LANTEIRA_L2,nigra,"{""type"":""Point"",""coordinates"":[-3.14652006735355,37.1483695571628]}"
2008_07_11_00000000000000000003,2979,1.95,5195,Pinus_nigra,2020-10-06T00:00:00Z,1810,high,37.132,-3.147,41,8.9,PINIG_LANTEIRA_H,LANTEIRA_H,nigra,"{""type"":""Point"",""coordinates"":[-3.1470016502673217,37.1320001971956]}"
2008_07_11_00000000000000000001,2360,1.84,5629,Pinus_nigra,2018-05-10T00:00:00Z,1646,medium,37.14336,-3.14902,39,9,PINIG_LANTEIRA_M,LANTEIRA_M,nigra,"{""type"":""Point"",""coordinates"":[-3.14901716394348,37.14335752757873]}"
2008_07_11_00000000000000000004,1912,1.08,3967,Pinus_pinaster,2021-10-27T00:00:00Z,1433,low2,37.15454,-3.13756,37,12.1,PIPIN_LANTEIRA_L2,LANTERIA_L2,pinaster,"{""type"":""Point"",""coordinates"":[-3.137561733337176,37.15454095302077]}"
2008_07_11_00000000000000000005,2311,1.48,4266,Pinus_pinaster,2021-10-26T00:00:00Z,1353,low,37.18253,-3.17767,41,11.6,PIPIN_JEREZ_L,JEREZ_L,pinaster,"{""type"":""Point"",""coordinates"":[-3.177671347312922,37.18253073033325]}"
2008_07_11_00000000000000000006,3633,1.73,6014,Pinus_pinaster,2018-05-09T00:00:00Z,1605,medium,37.16089,-3.19681,33,11,PIPIN_JEREZ_M,JEREZ_M,pinaster,"{""type"":""Point"",""coordinates"":[-3.196805349933258,37.160890712920875]}"
2008_07_11_00000000000000000007,2966,1.94,4992,Pinus_pinaster,2020-10-06T00:00:00Z,1770,high,37.135,-3.198,40,9,PIPIN_JEREZ_H,JEREZ_H,pinaster,"{""type"":""Point"",""coordinates"":[-3.1980003890155833,37.13500117220457]}"
2008_07_11_00000000000000000008,3158,3.11,6364,Pinus_sylvestris,2018-11-28T00:00:00Z,1633,low,36.95607,-3.30093,37,13,PISYL_PORTUGOS_L,PORTUGOS_L,sylvestris,"{""type"":""Point"",""coordinates"":[-3.3009298186322735,36.9560663651319]}"
2008_07_11_00000000000000000009,4282,3.36,6839,Pinus_sylvestris,2018-12-11T00:00:00Z,1748,medium,36.96002,-3.30361,47,9,PISYL_PORTUGOS_M,PORTUGOS_M,sylvestris,"{""type"":""Point"",""coordinates"":[-3.3036097383653944,36.96001712866525]}"
2008_07_11_0000000000000000000f,3528,3.63,5884,Pinus_sylvestris,2018-11-28T00:00:00Z,2000,high,36.96598,-3.31321,35,9,PISYL_PORTUGOS_H,PORTUGOS_H,sylvestris,"{""type"":""Point"",""coordinates"":[-3.309250501198004,36.96742369551502]}"
2008_07_27_0000000000000000000d,2190,1.59,4039,Pinus_halepensis,2018-12-28T00:00:00Z,1212,medium,37.08871,-2.68649,41,10,PIHAL_NACIMIENTO_M,NAC_HALEPENSIS,halepensis,"{""type"":""Point"",""coordinates"":[-2.686581630094821,37.090597443914355]}"
2008_07_27_0000000000000000000e,1729,1.33,3125,Pinus_halepensis,2022-06-13T00:00:00Z,974,low,37.1101,-2.69854,41,8.7,PIHAL_NACIMIENTO_L,NAC_HALEPENSIS_2,halepensis,"{""type"":""Point"",""coordinates"":[-2.70054307549316,37.10872814879767]}"
2008_07_27_0000000000000000000c,1922,1.36,3863,Pinus_halepensis,2022-06-15T00:00:00Z,1359,high,37.16982,-3.05232,40,11.3,PIHAL_RAGUA_H,RAG PIHA 3,halepensis,"{""type"":""Point"",""coordinates"":[-3.052321557599505,37.16981783322988]}"
2008_07_27_00000000000000000002,2099,1.29,3977,Pinus_nigra,2021-10-27T00:00:00Z,1585,low,37.14837,-3.14652,40,13.3,PINIG_LANTEIRA_L2,LANTEIRA_L2,nigra,"{""type"":""Point"",""coordinates"":[-3.14652006735355,37.1483695571628]}"
2008_07_27_00000000000000000003,2651,1.95,5434,Pinus_nigra,2020-10-06T00:00:00Z,1810,high,37.132,-3.147,41,8.9,PINIG_LANTEIRA_H,LANTEIRA_H,nigra,"{""type"":""Point"",""coordinates"":[-3.1470016502673217,37.1320001971956]}"
2008_07_27_00000000000000000001,2623,1.84,5284,Pinus_nigra,2018-05-10T00:00:00Z,1646,medium,37.14336,-3.14902,39,9,PINIG_LANTEIRA_M,LANTEIRA_M,nigra,"{""type"":""Point"",""coordinates"":[-3.14901716394348,37.14335752757873]}"
2008_07_27_00000000000000000004,2146,1.08,3873,Pinus_pinaster,2021-10-27T00:00:00Z,1433,low2,37.15454,-3.13756,37,12.1,PIPIN_LANTEIRA_L2,LANTERIA_L2,pinaster,"{""type"":""Point"",""coordinates"":[-3.137561733337176,37.15454095302077]}"
2008_07_27_00000000000000000005,2142,1.48,4341,Pinus_pinaster,2021-10-26T00:00:00Z,1353,low,37.18253,-3.17767,41,11.6,PIPIN_JEREZ_L,JEREZ_L,pinaster,"{""type"":""Point"",""coordinates"":[-3.177671347312922,37.18253073033325]}"
2008_07_27_00000000000000000006,2971,1.73,6223,Pinus_pinaster,2018-05-09T00:00:00Z,1605,medium,37.16089,-3.19681,33,11,PIPIN_JEREZ_M,JEREZ_M,pinaster,"{""type"":""Point"",""coordinates"":[-3.196805349933258,37.160890712920875]}"
2008_07_27_00000000000000000007,3149,1.94,5600,Pinus_pinaster,2020-10-06T00:00:00Z,1770,high,37.135,-3.198,40,9,PIPIN_JEREZ_H,JEREZ_H,pinaster,"{""type"":""Point"",""coordinates"":[-3.1980003890155833,37.13500117220457]}"
2008_07_27_00000000000000000008,3077,3.11,6401,Pinus_sylvestris,2018-11-28T00:00:00Z,1633,low,36.95607,-3.30093,37,13,PISYL_PORTUGOS_L,PORTUGOS_L,sylvestris,"{""type"":""Point"",""coordinates"":[-3.3009298186322735,36.9560663651319]}"
2008_07_27_00000000000000000009,3821,3.36,6773,Pinus_sylvestris,2018-12-11T00:00:00Z,1748,medium,36.96002,-3.30361,47,9,PISYL_PORTUGOS_M,PORTUGOS_M,sylvestris,"{""type"":""Point"",""coordinates"":[-3.3036097383653944,36.96001712866525]}"
2008_07_27_0000000000000000000f,3311,3.63,5352,Pinus_sylvestris,2018-11-28T00:00:00Z,2000,high,36.96598,-3.31321,35,9,PISYL_PORTUGOS_H,PORTUGOS_H,sylvestris,"{""type"":""Point"",""coordinates"":[-3.309250501198004,36.96742369551502]}"
2008_08_12_0000000000000000000d,2024,1.59,3757,Pinus_halepensis,2018-12-28T00:00:00Z,1212,medium,37.08871,-2.68649,41,10,PIHAL_NACIMIENTO_M,NAC_HALEPENSIS,halepensis,"{""type"":""Point"",""coordinates"":[-2.686581630094821,37.090597443914355]}"
2008_08_12_0000000000000000000e,1445,1.33,2998,Pinus_halepensis,2022-06-13T00:00:00Z,974,low,37.1101,-2.69854,41,8.7,PIHAL_NACIMIENTO_L,NAC_HALEPENSIS_2,halepensis,"{""type"":""Point"",""coordinates"":[-2.70054307549316,37.10872814879767]}"
2008_08_12_0000000000000000000c,1614,1.36,3497,Pinus_halepensis,2022-06-15T00:00:00Z,1359,high,37.16982,-3.05232,40,11.3,PIHAL_RAGUA_H,RAG PIHA 3,halepensis,"{""type"":""Point"",""coordinates"":[-3.052321557599505,37.16981783322988]}"
2008_08_12_00000000000000000002,1864,1.29,3951,Pinus_nigra,2021-10-27T00:00:00Z,1585,low,37.14837,-3.14652,40,13.3,PINIG_LANTEIRA_L2,LANTEIRA_L2,nigra,"{""type"":""Point"",""coordinates"":[-3.14652006735355,37.1483695571628]}"
2008_08_12_00000000000000000003,2259,1.95,4916,Pinus_nigra,2020-10-06T00:00:00Z,1810,high,37.132,-3.147,41,8.9,PINIG_LANTEIRA_H,LANTEIRA_H,nigra,"{""type"":""Point"",""coordinates"":[-3.1470016502673217,37.1320001971956]}"
2008_08_12_00000000000000000001,2273,1.84,5131,Pinus_nigra,2018-05-10T00:00:00Z,1646,medium,37.14336,-3.14902,39,9,PINIG_LANTEIRA_M,LANTEIRA_M,nigra,"{""type"":""Point"",""coordinates"":[-3.14901716394348,37.14335752757873]}"
2008_08_12_00000000000000000004,1847,1.08,3753,Pinus_pinaster,2021-10-27T00:00:00Z,1433,low2,37.15454,-3.13756,37,12.1,PIPIN_LANTEIRA_L2,LANTERIA_L2,pinaster,"{""type"":""Point"",""coordinates"":[-3.137561733337176,37.15454095302077]}"
2008_08_12_00000000000000000005,1804,1.48,3977,Pinus_pinaster,2021-10-26T00:00:00Z,1353,low,37.18253,-3.17767,41,11.6,PIPIN_JEREZ_L,JEREZ_L,pinaster,"{""type"":""Point"",""coordinates"":[-3.177671347312922,37.18253073033325]}"
2008_08_12_00000000000000000006,2847,1.73,5686,Pinus_pinaster,2018-05-09T00:00:00Z,1605,medium,37.16089,-3.19681,33,11,PIPIN_JEREZ_M,JEREZ_M,pinaster,"{""type"":""Point"",""coordinates"":[-3.196805349933258,37.160890712920875]}"
2008_08_12_00000000000000000007,2465,1.94,5018,Pinus_pinaster,2020-10-06T00:00:00Z,1770,high,37.135,-3.198,40,9,PIPIN_JEREZ_H,JEREZ_H,pinaster,"{""type"":""Point"",""coordinates"":[-3.1980003890155833,37.13500117220457]}"
2008_08_12_00000000000000000008,3425,3.11,6350,Pinus_sylvestris,2018-11-28T00:00:00Z,1633,low,36.95607,-3.30093,37,13,PISYL_PORTUGOS_L,PORTUGOS_L,sylvestris,"{""type"":""Point"",""coordinates"":[-3.3009298186322735,36.9560663651319]}"
2008_08_12_00000000000000000009,3838,3.36,6371,Pinus_sylvestris,2018-12-11T00:00:00Z,1748,medium,36.96002,-3.30361,47,9,PISYL_PORTUGOS_M,PORTUGOS_M,sylvestris,"{""type"":""Point"",""coordinates"":[-3.3036097383653944,36.96001712866525]}"
2008_08_12_0000000000000000000f,3313,3.63,6271,Pinus_sylvestris,2018-11-28T00:00:00Z,2000,high,36.96598,-3.31321,35,9,PISYL_PORTUGOS_H,PORTUGOS_H,sylvestris,"{""type"":""Point"",""coordinates"":[-3.309250501198004,36.96742369551502]}"
2008_08_28_0000000000000000000d,1780,1.59,4316,Pinus_halepensis,2018-12-28T00:00:00Z,1212,medium,37.08871,-2.68649,41,10,PIHAL_NACIMIENTO_M,NAC_HALEPENSIS,halepensis,"{""type"":""Point"",""coordinates"":[-2.686581630094821,37.090597443914355]}"
2008_08_28_0000000000000000000e,1616,1.33,3167,Pinus_halepensis,2022-06-13T00:00:00Z,974,low,37.1101,-2.69854,41,8.7,PIHAL_NACIMIENTO_L,NAC_HALEPENSIS_2,halepensis,"{""type"":""Point"",""coordinates"":[-2.70054307549316,37.10872814879767]}"
2008_08_28_0000000000000000000c,1750,1.36,3999,Pinus_halepensis,2022-06-15T00:00:00Z,1359,high,37.16982,-3.05232,40,11.3,PIHAL_RAGUA_H,RAG PIHA 3,halepensis,"{""type"":""Point"",""coordinates"":[-3.052321557599505,37.16981783322988]}"
2008_08_28_00000000000000000002,2252,1.29,4175,Pinus_nigra,2021-10-27T00:00:00Z,1585,low,37.14837,-3.14652,40,13.3,PINIG_LANTEIRA_L2,LANTEIRA_L2,nigra,"{""type"":""Point"",""coordinates"":[-3.14652006735355,37.1483695571628]}"
2008_08_28_00000000000000000003,2243,1.95,5430,Pinus_nigra,2020-10-06T00:00:00Z,1810,high,37.132,-3.147,41,8.9,PINIG_LANTEIRA_H,LANTEIRA_H,nigra,"{""type"":""Point"",""coordinates"":[-3.1470016502673217,37.1320001971956]}"
2008_08_28_00000000000000000001,2322,1.84,5482,Pinus_nigra,2018-05-10T00:00:00Z,1646,medium,37.14336,-3.14902,39,9,PINIG_LANTEIRA_M,LANTEIRA_M,nigra,"{""type"":""Point"",""coordinates"":[-3.14901716394348,37.14335752757873]}"
2008_08_28_00000000000000000004,1709,1.08,3475,Pinus_pinaster,2021-10-27T00:00:00Z,1433,low2,37.15454,-3.13756,37,12.1,PIPIN_LANTEIRA_L2,LANTERIA_L2,pinaster,"{""type"":""Point"",""coordinates"":[-3.137561733337176,37.15454095302077]}"
2008_08_28_00000000000000000005,1858,1.48,4388,Pinus_pinaster,2021-10-26T00:00:00Z,1353,low,37.18253,-3.17767,41,11.6,PIPIN_JEREZ_L,JEREZ_L,pinaster,"{""type"":""Point"",""coordinates"":[-3.177671347312922,37.18253073033325]}"
2008_08_28_00000000000000000006,2956,1.73,6003,Pinus_pinaster,2018-05-09T00:00:00Z,1605,medium,37.16089,-3.19681,33,11,PIPIN_JEREZ_M,JEREZ_M,pinaster,"{""type"":""Point"",""coordinates"":[-3.196805349933258,37.160890712920875]}"
2008_08_28_00000000000000000007,2934,1.94,5725,Pinus_pinaster,2020-10-06T00:00:00Z,1770,high,37.135,-3.198,40,9,PIPIN_JEREZ_H,JEREZ_H,pinaster,"{""type"":""Point"",""coordinates"":[-3.1980003890155833,37.13500117220457]}"
2008_08_28_00000000000000000008,3253,3.11,6067,Pinus_sylvestris,2018-11-28T00:00:00Z,1633,low,36.95607,-3.30093,37,13,PISYL_PORTUGOS_L,PORTUGOS_L,sylvestris,"{""type"":""Point"",""coordinates"":[-3.3009298186322735,36.9560663651319]}"
2008_08_28_00000000000000000009,3435,3.36,6071,Pinus_sylvestris,2018-12-11T00:00:00Z,1748,medium,36.96002,-3.30361,47,9,PISYL_PORTUGOS_M,PORTUGOS_M,sylvestris,"{""type"":""Point"",""coordinates"":[-3.3036097383653944,36.96001712866525]}"
2008_08_28_0000000000000000000f,2958,3.63,5967,Pinus_sylvestris,2018-11-28T00:00:00Z,2000,high,36.96598,-3.31321,35,9,PISYL_PORTUGOS_H,PORTUGOS_H,sylvestris,"{""type"":""Point"",""coordinates"":[-3.309250501198004,36.96742369551502]}"
2008_09_13_0000000000000000000d,2038,1.59,4738,Pinus_halepensis,2018-12-28T00:00:00Z,1212,medium,37.08871,-2.68649,41,10,PIHAL_NACIMIENTO_M,NAC_HALEPENSIS,halepensis,"{""type"":""Point"",""coordinates"":[-2.686581630094821,37.090597443914355]}"
2008_09_13_0000000000000000000e,1545,1.33,3390,Pinus_halepensis,2022-06-13T00:00:00Z,974,low,37.1101,-2.69854,41,8.7,PIHAL_NACIMIENTO_L,NAC_HALEPENSIS_2,halepensis,"{""type"":""Point"",""coordinates"":[-2.70054307549316,37.10872814879767]}"
2008_09_13_0000000000000000000c,1809,1.36,4178,Pinus_halepensis,2022-06-15T00:00:00Z,1359,high,37.16982,-3.05232,40,11.3,PIHAL_RAGUA_H,RAG PIHA 3,halepensis,"{""type"":""Point"",""coordinates"":[-3.052321557599505,37.16981783322988]}"
2008_09_13_00000000000000000002,2100,1.29,4670,Pinus_nigra,2021-10-27T00:00:00Z,1585,low,37.14837,-3.14652,40,13.3,PINIG_LANTEIRA_L2,LANTEIRA_L2,nigra,"{""type"":""Point"",""coordinates"":[-3.14652006735355,37.1483695571628]}"
2008_09_13_00000000000000000003,2389,1.95,5458,Pinus_nigra,2020-10-06T00:00:00Z,1810,high,37.132,-3.147,41,8.9,PINIG_LANTEIRA_H,LANTEIRA_H,nigra,"{""type"":""Point"",""coordinates"":[-3.1470016502673217,37.1320001971956]}"
2008_09_13_00000000000000000001,2441,1.84,5557,Pinus_nigra,2018-05-10T00:00:00Z,1646,medium,37.14336,-3.14902,39,9,PINIG_LANTEIRA_M,LANTEIRA_M,nigra,"{""type"":""Point"",""coordinates"":[-3.14901716394348,37.14335752757873]}"
2008_09_13_00000000000000000004,1555,1.08,3328,Pinus_pinaster,2021-10-27T00:00:00Z,1433,low2,37.15454,-3.13756,37,12.1,PIPIN_LANTEIRA_L2,LANTERIA_L2,pinaster,"{""type"":""Point"",""coordinates"":[-3.137561733337176,37.15454095302077]}"
2008_09_13_00000000000000000005,1944,1.48,4450,Pinus_pinaster,2021-10-26T00:00:00Z,1353,low,37.18253,-3.17767,41,11.6,PIPIN_JEREZ_L,JEREZ_L,pinaster,"{""type"":""Point"",""coordinates"":[-3.177671347312922,37.18253073033325]}"
2008_09_13_00000000000000000006,2858,1.73,5869,Pinus_pinaster,2018-05-09T00:00:00Z,1605,medium,37.16089,-3.19681,33,11,PIPIN_JEREZ_M,JEREZ_M,pinaster,"{""type"":""Point"",""coordinates"":[-3.196805349933258,37.160890712920875]}"
2008_09_13_00000000000000000007,2807,1.94,5565,Pinus_pinaster,2020-10-06T00:00:00Z,1770,high,37.135,-3.198,40,9,PIPIN_JEREZ_H,JEREZ_H,pinaster,"{""type"":""Point"",""coordinates"":[-3.1980003890155833,37.13500117220457]}"
2008_09_13_00000000000000000008,3758,3.11,6392,Pinus_sylvestris,2018-11-28T00:00:00Z,1633,low,36.95607,-3.30093,37,13,PISYL_PORTUGOS_L,PORTUGOS_L,sylvestris,"{""type"":""Point"",""coordinates"":[-3.3009298186322735,36.9560663651319]}"
2008_09_13_00000000000000000009,4296,3.36,6587,Pinus_sylvestris,2018-12-11T00:00:00Z,1748,medium,36.96002,-3.30361,47,9,PISYL_PORTUGOS_M,PORTUGOS_M,sylvestris,"{""type"":""Point"",""coordinates"":[-3.3036097383653944,36.96001712866525]}"
2008_09_13_0000000000000000000f,2901,3.63,5494,Pinus_sylvestris,2018-11-28T00:00:00Z,2000,high,36.96598,-3.31321,35,9,PISYL_PORTUGOS_H,PORTUGOS_H,sylvestris,"{""type"":""Point"",""coordinates"":[-3.309250501198004,36.96742369551502]}"
2008_09_29_0000000000000000000d,1574,1.59,4934,Pinus_halepensis,2018-12-28T00:00:00Z,1212,medium,37.08871,-2.68649,41,10,PIHAL_NACIMIENTO_M,NAC_HALEPENSIS,halepensis,"{""type"":""Point"",""coordinates"":[-2.686581630094821,37.090597443914355]}"
2008_09_29_0000000000000000000e,1614,1.33,3530,Pinus_halepensis,2022-06-13T00:00:00Z,974,low,37.1101,-2.69854,41,8.7,PIHAL_NACIMIENTO_L,NAC_HALEPENSIS_2,halepensis,"{""type"":""Point"",""coordinates"":[-2.70054307549316,37.10872814879767]}"
2008_09_29_0000000000000000000c,1677,1.36,4458,Pinus_halepensis,2022-06-15T00:00:00Z,1359,high,37.16982,-3.05232,40,11.3,PIHAL_RAGUA_H,RAG PIHA 3,halepensis,"{""type"":""Point"",""coordinates"":[-3.052321557599505,37.16981783322988]}"
2008_09_29_00000000000000000002,2048,1.29,4831,Pinus_nigra,2021-10-27T00:00:00Z,1585,low,37.14837,-3.14652,40,13.3,PINIG_LANTEIRA_L2,LANTEIRA_L2,nigra,"{""type"":""Point"",""coordinates"":[-3.14652006735355,37.1483695571628]}"
2008_09_29_00000000000000000003,2907,1.95,6489,Pinus_nigra,2020-10-06T00:00:00Z,1810,high,37.132,-3.147,41,8.9,PINIG_LANTEIRA_H,LANTEIRA_H,nigra,"{""type"":""Point"",""coordinates"":[-3.1470016502673217,37.1320001971956]}"
2008_09_29_00000000000000000001,2506,1.84,6116,Pinus_nigra,2018-05-10T00:00:00Z,1646,medium,37.14336,-3.14902,39,9,PINIG_LANTEIRA_M,LANTEIRA_M,nigra,"{""type"":""Point"",""coordinates"":[-3.14901716394348,37.14335752757873]}"
2008_09_29_00000000000000000004,2076,1.08,4401,Pinus_pinaster,2021-10-27T00:00:00Z,1433,low2,37.15454,-3.13756,37,12.1,PIPIN_LANTEIRA_L2,LANTERIA_L2,pinaster,"{""type"":""Point"",""coordinates"":[-3.137561733337176,37.15454095302077]}"
2008_09_29_00000000000000000005,2000,1.48,4757,Pinus_pinaster,2021-10-26T00:00:00Z,1353,low,37.18253,-3.17767,41,11.6,PIPIN_JEREZ_L,JEREZ_L,pinaster,"{""type"":""Point"",""coordinates"":[-3.177671347312922,37.18253073033325]}"
2008_09_29_00000000000000000006,2860,1.73,5679,Pinus_pinaster,2018-05-09T00:00:00Z,1605,medium,37.16089,-3.19681,33,11,PIPIN_JEREZ_M,JEREZ_M,pinaster,"{""type"":""Point"",""coordinates"":[-3.196805349933258,37.160890712920875]}"
2008_09_29_00000000000000000007,2656,1.94,5278,Pinus_pinaster,2020-10-06T00:00:00Z,1770,high,37.135,-3.198,40,9,PIPIN_JEREZ_H,JEREZ_H,pinaster,"{""type"":""Point"",""coordinates"":[-3.1980003890155833,37.13500117220457]}"
2008_09_29_00000000000000000008,2823,3.11,6282,Pinus_sylvestris,2018-11-28T00:00:00Z,1633,low,36.95607,-3.30093,37,13,PISYL_PORTUGOS_L,PORTUGOS_L,sylvestris,"{""type"":""Point"",""coordinates"":[-3.3009298186322735,36.9560663651319]}"
2008_09_29_00000000000000000009,3842,3.36,7052,Pinus_sylvestris,2018-12-11T00:00:00Z,1748,medium,36.96002,-3.30361,47,9,PISYL_PORTUGOS_M,PORTUGOS_M,sylvestris,"{""type"":""Point"",""coordinates"":[-3.3036097383653944,36.96001712866525]}"
2008_09_29_0000000000000000000f,3332,3.63,6990,Pinus_sylvestris,2018-11-28T00:00:00Z,2000,high,36.96598,-3.31321,35,9,PISYL_PORTUGOS_H,PORTUGOS_H,sylvestris,"{""type"":""Point"",""coordinates"":[-3.309250501198004,36.96742369551502]}"
2008_10_15_0000000000000000000d,1591,1.59,5799,Pinus_halepensis,2018-12-28T00:00:00Z,1212,medium,37.08871,-2.68649,41,10,PIHAL_NACIMIENTO_M,NAC_HALEPENSIS,halepensis,"{""type"":""Point"",""coordinates"":[-2.686581630094821,37.090597443914355]}"
2008_10_15_0000000000000000000e,1755,1.33,5043,Pinus_halepensis,2022-06-13T00:00:00Z,974,low,37.1101,-2.69854,41,8.7,PIHAL_NACIMIENTO_L,NAC_HALEPENSIS_2,halepensis,"{""type"":""Point"",""coordinates"":[-2.70054307549316,37.10872814879767]}"
2008_10_15_0000000000000000000c,1515,1.36,3868,Pinus_halepensis,2022-06-15T00:00:00Z,1359,high,37.16982,-3.05232,40,11.3,PIHAL_RAGUA_H,RAG PIHA 3,halepensis,"{""type"":""Point"",""coordinates"":[-3.052321557599505,37.16981783322988]}"
2008_10_15_00000000000000000002,1730,1.29,4341,Pinus_nigra,2021-10-27T00:00:00Z,1585,low,37.14837,-3.14652,40,13.3,PINIG_LANTEIRA_L2,LANTEIRA_L2,nigra,"{""type"":""Point"",""coordinates"":[-3.14652006735355,37.1483695571628]}"
2008_10_15_00000000000000000003,2198,1.95,5739,Pinus_nigra,2020-10-06T00:00:00Z,1810,high,37.132,-3.147,41,8.9,PINIG_LANTEIRA_H,LANTEIRA_H,nigra,"{""type"":""Point"",""coordinates"":[-3.1470016502673217,37.1320001971956]}"
2008_10_15_00000000000000000001,2079,1.84,5290,Pinus_nigra,2018-05-10T00:00:00Z,1646,medium,37.14336,-3.14902,39,9,PINIG_LANTEIRA_M,LANTEIRA_M,nigra,"{""type"":""Point"",""coordinates"":[-3.14901716394348,37.14335752757873]}"
2008_10_15_00000000000000000004,1648,1.08,3909,Pinus_pinaster,2021-10-27T00:00:00Z,1433,low2,37.15454,-3.13756,37,12.1,PIPIN_LANTEIRA_L2,LANTERIA_L2,pinaster,"{""type"":""Point"",""coordinates"":[-3.137561733337176,37.15454095302077]}"
2008_10_15_00000000000000000005,1688,1.48,4081,Pinus_pinaster,2021-10-26T00:00:00Z,1353,low,37.18253,-3.17767,41,11.6,PIPIN_JEREZ_L,JEREZ_L,pinaster,"{""type"":""Point"",""coordinates"":[-3.177671347312922,37.18253073033325]}"
2008_10_15_00000000000000000006,2726,1.73,5811,Pinus_pinaster,2018-05-09T00:00:00Z,1605,medium,37.16089,-3.19681,33,11,PIPIN_JEREZ_M,JEREZ_M,pinaster,"{""type"":""Point"",""coordinates"":[-3.196805349933258,37.160890712920875]}"
2008_10_15_00000000000000000007,2550,1.94,5661,Pinus_pinaster,2020-10-06T00:00:00Z,1770,high,37.135,-3.198,40,9,PIPIN_JEREZ_H,JEREZ_H,pinaster,"{""type"":""Point"",""coordinates"":[-3.1980003890155833,37.13500117220457]}"
2008_10_15_00000000000000000008,2920,3.11,5578,Pinus_sylvestris,2018-11-28T00:00:00Z,1633,low,36.95607,-3.30093,37,13,PISYL_PORTUGOS_L,PORTUGOS_L,sylvestris,"{""type"":""Point"",""coordinates"":[-3.3009298186322735,36.9560663651319]}"
